time,phase,FL_shldr_raw,FL_shldr_deg,FL_femur_raw,FL_femur_deg,FL_tibia_raw,FL_tibia_deg,FL_dx,FL_dz,FL_phase,FR_shldr_raw,FR_shldr_deg,FR_femur_raw,FR_femur_deg,FR_tibia_raw,FR_tibia_deg,FR_dx,FR_dz,FR_phase,RL_shldr_raw,RL_shldr_deg,RL_femur_raw,RL_femur_deg,RL_tibia_raw,RL_tibia_deg,RL_dx,RL_dz,RL_phase,RR_shldr_raw,RR_shldr_deg,RR_femur_raw,RR_femur_deg,RR_tibia_raw,RR_tibia_deg,RR_dx,RR_dz,RR_phase
2.22,0.11,221,85.1,792,82.3,119,-115.0,26.9,0.0,0.11,802,85.1,364,43.2,906,-115.6,-25.0,0.0,0.61,802,85.1,282,67.2,808,-132.9,-5.6,15.0,0.86,515,85.1,720,66.1,271,-119.5,1.9,0.0,0.36
2.24,0.12,221,85.1,791,82.0,119,-115.2,26.3,0.0,0.12,802,85.1,366,42.6,905,-115.4,-25.7,0.0,0.62,802,85.1,269,71.1,809,-133.1,-1.9,15.0,0.87,515,85.1,716,65.1,271,-119.6,0.6,0.0,0.37
2.26,0.13,221,85.1,790,81.7,118,-115.4,25.7,0.0,0.13,802,85.1,368,42.0,904,-115.2,-26.3,0.0,0.63,802,85.1,256,74.9,809,-133.1,1.9,15.0,0.88,515,85.1,713,64.1,271,-119.6,-0.6,0.0,0.38
2.28,0.14,221,85.1,789,81.3,117,-115.6,25.0,0.0,0.14,802,85.1,370,41.5,904,-115.0,-26.9,0.0,0.64,802,85.1,244,78.5,808,-132.9,5.6,15.0,0.89,515,85.1,710,63.1,271,-119.5,-1.9,0.0,0.39
2.3,0.15,221,85.1,788,81.0,117,-115.8,24.3,0.0,0.15,802,85.1,372,41.0,903,-114.8,-27.4,0.0,0.65,802,85.1,233,81.8,806,-132.5,9.3,15.0,0.9,515,85.1,706,62.1,271,-119.5,-3.1,0.0,0.4
2.32,0.16,221,85.1,786,80.5,116,-116.1,23.5,0.0,0.16,802,85.1,373,40.6,902,-114.7,-27.9,0.0,0.66,802,85.1,222,84.8,804,-131.9,12.8,15.0,0.91,515,85.1,703,61.0,271,-119.4,-4.4,0.0,0.41
2.34,0.17,221,85.1,785,80.1,115,-116.3,22.7,0.0,0.17,802,85.1,374,40.2,902,-114.5,-28.3,0.0,0.67,802,85.1,214,87.4,802,-131.1,16.1,14.9,0.92,515,85.1,699,60.0,272,-119.4,-5.6,0.0,0.42
2.36,0.18,221,85.1,783,79.6,114,-116.5,21.9,0.0,0.18,802,85.1,376,39.8,902,-114.4,-28.7,0.0,0.68,802,85.1,207,89.2,798,-129.9,19.1,14.4,0.93,515,85.1,696,59.0,272,-119.3,-6.9,0.0,0.43
2.38,0.19,221,85.1,781,79.1,113,-116.8,21.0,0.0,0.19,802,85.1,377,39.5,901,-114.3,-29.1,0.0,0.69,802,85.1,203,90.4,792,-128.3,21.9,13.5,0.94,515,85.1,692,58.0,272,-119.2,-8.1,0.0,0.44
2.4,0.2,221,85.1,780,78.6,113,-117.0,20.1,0.0,0.2,802,85.1,378,39.3,901,-114.1,-29.3,0.0,0.7,802,85.1,202,90.8,786,-126.5,24.3,12.2,0.95,515,85.1,689,56.9,273,-119.0,-9.3,0.0,0.45
2.42,0.21,221,85.1,778,78.0,112,-117.2,19.1,0.0,0.21,802,85.1,378,39.1,900,-114.1,-29.6,0.0,0.71,802,85.1,203,90.6,779,-124.4,26.3,10.6,0.96,515,85.1,685,55.9,273,-118.9,-10.5,0.0,0.46
2.44,0.22,221,85.1,776,77.4,111,-117.5,18.1,0.0,0.22,802,85.1,379,38.9,900,-114.0,-29.8,0.0,0.72,802,85.1,206,89.7,771,-122.1,27.9,8.5,0.97,515,85.1,682,54.9,274,-118.7,-11.6,0.0,0.47
2.46,0.23,221,85.1,773,76.8,110,-117.7,17.1,0.0,0.23,802,85.1,379,38.8,900,-113.9,-29.9,0.0,0.73,802,85.1,210,88.3,762,-119.5,29.1,6.1,0.98,515,85.1,678,53.9,274,-118.5,-12.8,0.0,0.48
2.48,0.24,221,85.1,771,76.2,109,-117.9,16.1,0.0,0.24,802,85.1,379,38.7,900,-113.9,-30.0,0.0,0.74,802,85.1,217,86.3,753,-116.8,29.8,3.2,0.99,515,85.1,675,53.0,275,-118.3,-13.9,0.0,0.49
2.5,0.25,221,85.1,769,75.5,109,-118.1,15.0,0.0,0.25,802,85.1,380,38.7,900,-113.9,-30.0,0.0,0.75,802,85.1,226,83.8,743,-113.9,30.0,0.0,0.0,515,85.1,672,52.0,276,-118.1,-15.0,0.0,0.5
2.52,0.26,221,85.1,766,74.7,108,-118.3,13.9,0.0,0.26,802,85.1,376,39.7,911,-117.3,-29.8,3.7,0.76,802,85.1,226,83.8,743,-113.9,30.0,0.0,0.01,515,85.1,669,51.1,276,-117.9,-16.1,0.0,0.51
2.54,0.27,221,85.1,764,74.0,107,-118.5,12.8,0.0,0.27,802,85.1,371,41.1,922,-120.5,-29.1,7.2,0.77,802,85.1,226,83.8,743,-113.9,29.9,0.0,0.02,515,85.1,665,50.1,277,-117.7,-17.1,0.0,0.52
2.56,0.28,221,85.1,761,73.2,107,-118.7,11.6,0.0,0.28,802,85.1,366,42.7,933,-123.5,-27.9,10.3,0.78,802,85.1,226,83.7,743,-114.0,29.8,0.0,0.03,515,85.1,662,49.2,278,-117.5,-18.1,0.0,0.53
2.58,0.29,221,85.1,758,72.4,106,-118.9,10.5,0.0,0.29,802,85.1,359,44.7,942,-126.1,-26.3,12.7,0.79,802,85.1,226,83.6,744,-114.1,29.6,0.0,0.04,515,85.1,659,48.4,279,-117.2,-19.1,0.0,0.54
2.6,0.3,221,85.1,756,71.6,106,-119.0,9.3,0.0,0.3,802,85.1,351,47.1,949,-128.2,-24.3,14.3,0.8,802,85.1,227,83.5,744,-114.1,29.3,0.0,0.05,515,85.1,657,47.5,280,-117.0,-20.1,0.0,0.55
2.62,0.31,221,85.1,753,70.7,105,-119.2,8.1,0.0,0.31,802,85.1,342,49.8,953,-129.5,-21.9,15.0,0.81,802,85.1,227,83.4,744,-114.3,29.1,0.0,0.06,515,85.1,654,46.7,280,-116.8,-21.0,0.0,0.56
2.64,0.32,221,85.1,750,69.8,105,-119.3,6.9,0.0,0.32,802,85.1,332,52.8,956,-130.4,-19.1,15.0,0.82,802,85.1,228,83.2,745,-114.4,28.7,0.0,0.07,515,85.1,651,45.9,281,-116.5,-21.9,0.0,0.57
2.66,0.33,221,85.1,747,68.9,104,-119.4,5.6,0.0,0.33,802,85.1,320,56.1,959,-131.2,-16.1,15.0,0.83,802,85.1,228,83.0,745,-114.5,28.3,0.0,0.08,515,85.1,649,45.2,282,-116.3,-22.7,0.0,0.58
2.68,0.34,221,85.1,743,68.0,104,-119.4,4.4,0.0,0.34,802,85.1,308,59.6,961,-131.9,-12.8,15.0,0.84,802,85.1,229,82.8,746,-114.7,27.9,0.0,0.09,515,85.1,646,44.5,283,-116.1,-23.5,0.0,0.59
2.7,0.35,221,85.1,740,67.0,104,-119.5,3.1,0.0,0.35,802,85.1,295,63.4,963,-132.5,-9.3,15.0,0.85,802,85.1,230,82.6,746,-114.8,27.4,0.0,0.1,515,85.1,644,43.8,284,-115.8,-24.3,0.0,0.6
2.72,0.36,221,85.1,737,66.1,104,-119.5,1.9,0.0,0.36,802,85.1,282,67.2,965,-132.9,-5.6,15.0,0.86,802,85.1,231,82.3,747,-115.0,26.9,0.0,0.11,515,85.1,642,43.2,284,-115.6,-25.0,0.0,0.61
2.74,0.37,221,85.1,733,65.1,104,-119.6,0.6,0.0,0.37,802,85.1,269,71.1,965,-133.1,-1.9,15.0,0.87,802,85.1,232,82.0,747,-115.2,26.3,0.0,0.12,515,85.1,640,42.6,285,-115.4,-25.7,0.0,0.62
2.76,0.38,221,85.1,730,64.1,104,-119.6,-0.6,0.0,0.38,802,85.1,256,74.9,965,-133.1,1.9,15.0,0.88,802,85.1,233,81.7,748,-115.4,25.7,0.0,0.13,515,85.1,638,42.0,286,-115.2,-26.3,0.0,0.63
2.78,0.39,221,85.1,727,63.1,104,-119.5,-1.9,0.0,0.39,802,85.1,244,78.5,965,-132.9,5.6,15.0,0.89,802,85.1,234,81.3,749,-115.6,25.0,0.0,0.14,515,85.1,636,41.5,286,-115.0,-26.9,0.0,0.64
2.8,0.4,221,85.1,723,62.1,104,-119.5,-3.1,0.0,0.4,802,85.1,233,81.8,963,-132.5,9.3,15.0,0.9,802,85.1,235,81.0,750,-115.8,24.3,0.0,0.15,515,85.1,634,41.0,287,-114.8,-27.4,0.0,0.65
2.82,0.41,221,85.1,720,61.0,104,-119.4,-4.4,0.0,0.41,802,85.1,222,84.8,961,-131.9,12.8,15.0,0.91,802,85.1,237,80.5,750,-116.1,23.5,0.0,0.16,515,85.1,633,40.6,288,-114.7,-27.9,0.0,0.66
2.84,0.42,221,85.1,716,60.0,104,-119.4,-5.6,0.0,0.42,802,85.1,214,87.4,959,-131.1,16.1,14.9,0.92,802,85.1,238,80.1,751,-116.3,22.7,0.0,0.17,515,85.1,631,40.2,288,-114.5,-28.3,0.0,0.67
2.86,0.43,221,85.1,713,59.0,105,-119.3,-6.9,0.0,0.43,802,85.1,207,89.2,954,-129.9,19.1,14.4,0.93,802,85.1,240,79.6,752,-116.5,21.9,0.0,0.18,515,85.1,630,39.8,289,-114.4,-28.7,0.0,0.68
2.88,0.44,221,85.1,709,58.0,105,-119.2,-8.1,0.0,0.44,802,85.1,203,90.4,949,-128.3,21.9,13.5,0.94,802,85.1,242,79.1,753,-116.8,21.0,0.0,0.19,515,85.1,629,39.5,289,-114.3,-29.1,0.0,0.69
2.9,0.45,221,85.1,706,56.9,106,-119.0,-9.3,0.0,0.45,802,85.1,202,90.8,943,-126.5,24.3,12.2,0.95,802,85.1,243,78.6,754,-117.0,20.1,0.0,0.2,515,85.1,628,39.3,289,-114.1,-29.3,0.0,0.7
2.92,0.46,221,85.1,702,55.9,106,-118.9,-10.5,0.0,0.46,802,85.1,203,90.6,936,-124.4,26.3,10.6,0.96,802,85.1,245,78.0,754,-117.2,19.1,0.0,0.21,515,85.1,628,39.1,290,-114.1,-29.6,0.0,0.71
2.94,0.47,221,85.1,699,54.9,107,-118.7,-11.6,0.0,0.47,802,85.1,206,89.7,928,-122.1,27.9,8.5,0.97,802,85.1,247,77.4,755,-117.5,18.1,0.0,0.22,515,85.1,627,38.9,290,-114.0,-29.8,0.0,0.72
2.96,0.48,221,85.1,695,53.9,107,-118.5,-12.8,0.0,0.48,802,85.1,210,88.3,919,-119.5,29.1,6.1,0.98,802,85.1,250,76.8,756,-117.7,17.1,0.0,0.23,515,85.1,627,38.8,290,-113.9,-29.9,0.0,0.73
2.98,0.49,221,85.1,692,53.0,108,-118.3,-13.9,0.0,0.49,802,85.1,217,86.3,910,-116.8,29.8,3.2,0.99,802,85.1,252,76.2,757,-117.9,16.1,0.0,0.24,515,85.1,626,38.7,290,-113.9,-30.0,0.0,0.74
3.0,0.5,221,85.1,689,52.0,109,-118.1,-15.0,0.0,0.5,802,85.1,226,83.8,900,-113.9,30.0,0.0,0.0,802,85.1,254,75.5,757,-118.1,15.0,0.0,0.25,515,85.1,626,38.7,290,-113.9,-30.0,0.0,0.75
3.02,0.51,221,85.1,686,51.1,109,-117.9,-16.1,0.0,0.51,802,85.1,226,83.8,900,-113.9,30.0,0.0,0.01,802,85.1,257,74.7,758,-118.3,13.9,0.0,0.26,515,85.1,630,39.7,279,-117.3,-29.8,3.7,0.76
3.04,0.52,221,85.1,682,50.1,110,-117.7,-17.1,0.0,0.52,802,85.1,226,83.8,900,-113.9,29.9,0.0,0.02,802,85.1,259,74.0,759,-118.5,12.8,0.0,0.27,515,85.1,635,41.1,268,-120.5,-29.1,7.2,0.77
3.06,0.53,221,85.1,679,49.2,111,-117.5,-18.1,0.0,0.53,802,85.1,226,83.7,900,-114.0,29.8,0.0,0.03,802,85.1,262,73.2,759,-118.7,11.6,0.0,0.28,515,85.1,640,42.7,257,-123.5,-27.9,10.3,0.78
3.08,0.54,221,85.1,676,48.4,112,-117.2,-19.1,0.0,0.54,802,85.1,226,83.6,900,-114.1,29.6,0.0,0.04,802,85.1,265,72.4,760,-118.9,10.5,0.0,0.29,515,85.1,647,44.7,249,-126.1,-26.3,12.7,0.79
3.1,0.55,221,85.1,674,47.5,113,-117.0,-20.1,0.0,0.55,802,85.1,227,83.5,901,-114.1,29.3,0.0,0.05,802,85.1,267,71.6,760,-119.0,9.3,0.0,0.3,515,85.1,655,47.1,242,-128.2,-24.3,14.3,0.8
3.12,0.56,221,85.1,671,46.7,113,-116.8,-21.0,0.0,0.56,802,85.1,227,83.4,901,-114.3,29.1,0.0,0.06,802,85.1,270,70.7,761,-119.2,8.1,0.0,0.31,515,85.1,664,49.8,237,-129.5,-21.9,15.0,0.81
3.14,0.57,221,85.1,668,45.9,114,-116.5,-21.9,0.0,0.57,802,85.1,228,83.2,902,-114.4,28.7,0.0,0.07,802,85.1,273,69.8,761,-119.3,6.9,0.0,0.32,515,85.1,674,52.8,234,-130.4,-19.1,15.0,0.82
3.16,0.58,221,85.1,666,45.2,115,-116.3,-22.7,0.0,0.58,802,85.1,228,83.0,902,-114.5,28.3,0.0,0.08,802,85.1,276,68.9,762,-119.4,5.6,0.0,0.33,515,85.1,686,56.1,231,-131.2,-16.1,15.0,0.83
3.18,0.59,221,85.1,663,44.5,116,-116.1,-23.5,0.0,0.59,802,85.1,229,82.8,902,-114.7,27.9,0.0,0.09,802,85.1,280,68.0,762,-119.4,4.4,0.0,0.34,515,85.1,698,59.6,229,-131.9,-12.8,15.0,0.84
3.2,0.6,221,85.1,661,43.8,117,-115.8,-24.3,0.0,0.6,802,85.1,230,82.6,903,-114.8,27.4,0.0,0.1,802,85.1,283,67.0,762,-119.5,3.1,0.0,0.35,515,85.1,711,63.4,227,-132.5,-9.3,15.0,0.85
3.22,0.61,221,85.1,659,43.2,117,-115.6,-25.0,0.0,0.61,802,85.1,231,82.3,904,-115.0,26.9,0.0,0.11,802,85.1,286,66.1,762,-119.5,1.9,0.0,0.36,515,85.1,724,67.2,225,-132.9,-5.6,15.0,0.86
3.24,0.62,221,85.1,657,42.6,118,-115.4,-25.7,0.0,0.62,802,85.1,232,82.0,904,-115.2,26.3,0.0,0.12,802,85.1,290,65.1,762,-119.6,0.6,0.0,0.37,515,85.1,737,71.1,225,-133.1,-1.9,15.0,0.87
3.26,0.63,221,85.1,655,42.0,119,-115.2,-26.3,0.0,0.63,802,85.1,233,81.7,905,-115.4,25.7,0.0,0.13,802,85.1,293,64.1,762,-119.6,-0.6,0.0,0.38,515,85.1,750,74.9,225,-133.1,1.9,15.0,0.88
3.28,0.64,221,85.1,653,41.5,119,-115.0,-26.9,0.0,0.64,802,85.1,234,81.3,906,-115.6,25.0,0.0,0.14,802,85.1,296,63.1,762,-119.5,-1.9,0.0,0.39,515,85.1,762,78.5,225,-132.9,5.6,15.0,0.89
3.3,0.65,221,85.1,651,41.0,120,-114.8,-27.4,0.0,0.65,802,85.1,235,81.0,906,-115.8,24.3,0.0,0.15,802,85.1,300,62.1,762,-119.5,-3.1,0.0,0.4,515,85.1,773,81.8,227,-132.5,9.3,15.0,0.9
3.32,0.66,221,85.1,650,40.6,121,-114.7,-27.9,0.0,0.66,802,85.1,237,80.5,907,-116.1,23.5,0.0,0.16,802,85.1,303,61.0,762,-119.4,-4.4,0.0,0.41,515,85.1,784,84.8,229,-131.9,12.8,15.0,0.91
3.34,0.67,221,85.1,649,40.2,121,-114.5,-28.3,0.0,0.67,802,85.1,238,80.1,908,-116.3,22.7,0.0,0.17,802,85.1,307,60.0,762,-119.4,-5.6,0.0,0.42,515,85.1,792,87.4,232,-131.1,16.1,14.9,0.92
3.36,0.68,221,85.1,647,39.8,121,-114.4,-28.7,0.0,0.68,802,85.1,240,79.6,909,-116.5,21.9,0.0,0.18,802,85.1,310,59.0,761,-119.3,-6.9,0.0,0.43,515,85.1,799,89.2,236,-129.9,19.1,14.4,0.93
3.38,0.69,221,85.1,646,39.5,122,-114.3,-29.1,0.0,0.69,802,85.1,242,79.1,910,-116.8,21.0,0.0,0.19,802,85.1,314,58.0,761,-119.2,-8.1,0.0,0.44,515,85.1,803,90.4,241,-128.3,21.9,13.5,0.94
3.4,0.7,221,85.1,645,39.3,122,-114.1,-29.3,0.0,0.7,802,85.1,243,78.6,910,-117.0,20.1,0.0,0.2,802,85.1,317,56.9,760,-119.0,-9.3,0.0,0.45,515,85.1,804,90.8,247,-126.5,24.3,12.2,0.95
3.42,0.71,221,85.1,645,39.1,123,-114.1,-29.6,0.0,0.71,802,85.1,245,78.0,911,-117.2,19.1,0.0,0.21,802,85.1,321,55.9,760,-118.9,-10.5,0.0,0.46,515,85.1,803,90.6,254,-124.4,26.3,10.6,0.96
3.44,0.72,221,85.1,644,38.9,123,-114.0,-29.8,0.0,0.72,802,85.1,247,77.4,912,-117.5,18.1,0.0,0.22,802,85.1,324,54.9,759,-118.7,-11.6,0.0,0.47,515,85.1,800,89.7,262,-122.1,27.9,8.5,0.97
3.46,0.73,221,85.1,644,38.8,123,-113.9,-29.9,0.0,0.73,802,85.1,250,76.8,913,-117.7,17.1,0.0,0.23,802,85.1,328,53.9,759,-118.5,-12.8,0.0,0.48,515,85.1,796,88.3,271,-119.5,29.1,6.1,0.98
3.48,0.74,221,85.1,644,38.7,123,-113.9,-30.0,0.0,0.74,802,85.1,252,76.2,914,-117.9,16.1,0.0,0.24,802,85.1,331,53.0,758,-118.3,-13.9,0.0,0.49,515,85.1,789,86.3,280,-116.8,29.8,3.2,0.99
3.5,0.75,221,85.1,643,38.7,123,-113.9,-30.0,0.0,0.75,802,85.1,254,75.5,914,-118.1,15.0,0.0,0.25,802,85.1,334,52.0,757,-118.1,-15.0,0.0,0.5,515,85.1,780,83.8,290,-113.9,30.0,0.0,0.0
3.52,0.76,221,85.1,647,39.7,112,-117.3,-29.8,3.7,0.76,802,85.1,257,74.7,915,-118.3,13.9,0.0,0.26,802,85.1,337,51.1,757,-117.9,-16.1,0.0,0.51,515,85.1,780,83.8,290,-113.9,30.0,0.0,0.01
3.54,0.77,221,85.1,652,41.1,101,-120.5,-29.1,7.2,0.77,802,85.1,259,74.0,916,-118.5,12.8,0.0,0.27,802,85.1,341,50.1,756,-117.7,-17.1,0.0,0.52,515,85.1,780,83.8,290,-113.9,29.9,0.0,0.02
3.56,0.78,221,85.1,657,42.7,90,-123.5,-27.9,10.3,0.78,802,85.1,262,73.2,916,-118.7,11.6,0.0,0.28,802,85.1,344,49.2,755,-117.5,-18.1,0.0,0.53,515,85.1,780,83.7,290,-114.0,29.8,0.0,0.03
3.58,0.79,221,85.1,664,44.7,81,-126.1,-26.3,12.7,0.79,802,85.1,265,72.4,917,-118.9,10.5,0.0,0.29,802,85.1,347,48.4,754,-117.2,-19.1,0.0,0.54,515,85.1,780,83.6,290,-114.1,29.6,0.0,0.04
3.6,0.8,221,85.1,672,47.1,74,-128.2,-24.3,14.3,0.8,802,85.1,267,71.6,917,-119.0,9.3,0.0,0.3,802,85.1,349,47.5,754,-117.0,-20.1,0.0,0.55,515,85.1,779,83.5,289,-114.1,29.3,0.0,0.05
3.62,0.81,221,85.1,681,49.8,70,-129.5,-21.9,15.0,0.81,802,85.1,270,70.7,918,-119.2,8.1,0.0,0.31,802,85.1,352,46.7,753,-116.8,-21.0,0.0,0.56,515,85.1,779,83.4,289,-114.3,29.1,0.0,0.06
3.64,0.82,221,85.1,691,52.8,67,-130.4,-19.1,15.0,0.82,802,85.1,273,69.8,918,-119.3,6.9,0.0,0.32,802,85.1,355,45.9,752,-116.5,-21.9,0.0,0.57,515,85.1,778,83.2,289,-114.4,28.7,0.0,0.07
3.66,0.83,221,85.1,703,56.1,64,-131.2,-16.1,15.0,0.83,802,85.1,276,68.9,919,-119.4,5.6,0.0,0.33,802,85.1,357,45.2,751,-116.3,-22.7,0.0,0.58,515,85.1,778,83.0,288,-114.5,28.3,0.0,0.08
3.68,0.84,221,85.1,715,59.6,62,-131.9,-12.8,15.0,0.84,802,85.1,280,68.0,919,-119.4,4.4,0.0,0.34,802,85.1,360,44.5,750,-116.1,-23.5,0.0,0.59,515,85.1,777,82.8,288,-114.7,27.9,0.0,0.09
3.7,0.85,221,85.1,728,63.4,60,-132.5,-9.3,15.0,0.85,802,85.1,283,67.0,919,-119.5,3.1,0.0,0.35,802,85.1,362,43.8,750,-115.8,-24.3,0.0,0.6,515,85.1,776,82.6,287,-114.8,27.4,0.0,0.1
3.72,0.86,221,85.1,741,67.2,58,-132.9,-5.6,15.0,0.86,802,85.1,286,66.1,919,-119.5,1.9,0.0,0.36,802,85.1,364,43.2,749,-115.6,-25.0,0.0,0.61,515,85.1,775,82.3,286,-115.0,26.9,0.0,0.11
3.74,0.87,221,85.1,754,71.1,58,-133.1,-1.9,15.0,0.87,802,85.1,290,65.1,919,-119.6,0.6,0.0,0.37,802,85.1,366,42.6,748,-115.4,-25.7,0.0,0.62,515,85.1,774,82.0,286,-115.2,26.3,0.0,0.12
3.76,0.88,221,85.1,767,74.9,58,-133.1,1.9,15.0,0.88,802,85.1,293,64.1,919,-119.6,-0.6,0.0,0.38,802,85.1,368,42.0,747,-115.2,-26.3,0.0,0.63,515,85.1,773,81.7,285,-115.4,25.7,0.0,0.13
3.78,0.89,221,85.1,779,78.5,58,-132.9,5.6,15.0,0.89,802,85.1,296,63.1,919,-119.5,-1.9,0.0,0.39,802,85.1,370,41.5,747,-115.0,-26.9,0.0,0.64,515,85.1,772,81.3,284,-115.6,25.0,0.0,0.14
3.8,0.9,221,85.1,790,81.8,60,-132.5,9.3,15.0,0.9,802,85.1,300,62.1,919,-119.5,-3.1,0.0,0.4,802,85.1,372,41.0,746,-114.8,-27.4,0.0,0.65,515,85.1,771,81.0,284,-115.8,24.3,0.0,0.15
3.82,0.91,221,85.1,801,84.8,62,-131.9,12.8,15.0,0.91,802,85.1,303,61.0,919,-119.4,-4.4,0.0,0.41,802,85.1,373,40.6,746,-114.7,-27.9,0.0,0.66,515,85.1,769,80.5,283,-116.1,23.5,0.0,0.16
3.84,0.92,221,85.1,809,87.4,64,-131.1,16.1,14.9,0.92,802,85.1,307,60.0,919,-119.4,-5.6,0.0,0.42,802,85.1,374,40.2,745,-114.5,-28.3,0.0,0.67,515,85.1,768,80.1,282,-116.3,22.7,0.0,0.17
3.86,0.93,221,85.1,816,89.2,69,-129.9,19.1,14.4,0.93,802,85.1,310,59.0,918,-119.3,-6.9,0.0,0.43,802,85.1,376,39.8,745,-114.4,-28.7,0.0,0.68,515,85.1,766,79.6,281,-116.5,21.9,0.0,0.18
3.88,0.94,221,85.1,820,90.4,74,-128.3,21.9,13.5,0.94,802,85.1,314,58.0,918,-119.2,-8.1,0.0,0.44,802,85.1,377,39.5,744,-114.3,-29.1,0.0,0.69,515,85.1,764,79.1,280,-116.8,21.0,0.0,0.19
3.9,0.95,221,85.1,821,90.8,80,-126.5,24.3,12.2,0.95,802,85.1,317,56.9,917,-119.0,-9.3,0.0,0.45,802,85.1,378,39.3,744,-114.1,-29.3,0.0,0.7,515,85.1,762,78.6,280,-117.0,20.1,0.0,0.2
3.92,0.96,221,85.1,820,90.6,87,-124.4,26.3,10.6,0.96,802,85.1,321,55.9,917,-118.9,-10.5,0.0,0.46,802,85.1,378,39.1,744,-114.1,-29.6,0.0,0.71,515,85.1,761,78.0,279,-117.2,19.1,0.0,0.21
3.94,0.97,221,85.1,817,89.7,95,-122.1,27.9,8.5,0.97,802,85.1,324,54.9,916,-118.7,-11.6,0.0,0.47,802,85.1,379,38.9,743,-114.0,-29.8,0.0,0.72,515,85.1,759,77.4,278,-117.5,18.1,0.0,0.22
3.96,0.98,221,85.1,813,88.3,104,-119.5,29.1,6.1,0.98,802,85.1,328,53.9,916,-118.5,-12.8,0.0,0.48,802,85.1,379,38.8,743,-113.9,-29.9,0.0,0.73,515,85.1,756,76.8,277,-117.7,17.1,0.0,0.23
3.98,0.99,221,85.1,806,86.3,113,-116.8,29.8,3.2,0.99,802,85.1,331,53.0,915,-118.3,-13.9,0.0,0.49,802,85.1,379,38.7,743,-113.9,-30.0,0.0,0.74,515,85.1,754,76.2,276,-117.9,16.1,0.0,0.24
