time,phase,speed,turn,gait,FL_phase,FL_state,FL_dx,FL_dy,FL_dz,FL_foot_x,FL_foot_y,FL_foot_z,FL_shldr_deg,FL_shldr_raw,FL_shldr_actual,FL_femur_deg,FL_femur_raw,FL_femur_actual,FL_tibia_deg,FL_tibia_raw,FL_tibia_actual,FR_phase,FR_state,FR_dx,FR_dy,FR_dz,FR_foot_x,FR_foot_y,FR_foot_z,FR_shldr_deg,FR_shldr_raw,FR_shldr_actual,FR_femur_deg,FR_femur_raw,FR_femur_actual,FR_tibia_deg,FR_tibia_raw,FR_tibia_actual,RL_phase,RL_state,RL_dx,RL_dy,RL_dz,RL_foot_x,RL_foot_y,RL_foot_z,RL_shldr_deg,RL_shldr_raw,RL_shldr_actual,RL_femur_deg,RL_femur_raw,RL_femur_actual,RL_tibia_deg,RL_tibia_raw,RL_tibia_actual,RR_phase,RR_state,RR_dx,RR_dy,RR_dz,RR_foot_x,RR_foot_y,RR_foot_z,RR_shldr_deg,RR_shldr_raw,RR_shldr_actual,RR_femur_deg,RR_femur_raw,RR_femur_actual,RR_tibia_deg,RR_tibia_raw,RR_tibia_actual
3.523,0.0,0.08,0.0,walk,0.25,stance,1.6,0.0,0.0,26.6,5.0,-130.0,85.05,221,219,82.17,792,785,-115.1,119,115,0.75,swing,-3.2,0.0,0.0,21.8,-5.0,-130.0,85.05,802,801,79.6,240,239,-116.55,909,906,0.0,stance,3.2,0.0,-0.0,-4.8,5.0,-130.0,85.05,802,803,60.7,305,305,-119.42,762,756,0.5,stance,-1.6,0.0,0.0,-9.6,-5.0,-130.0,85.05,527,524,56.67,688,689,-118.98,273,275
3.732,0.008,0.15,0.0,walk,0.258,stance,2.89,0.0,0.0,27.89,5.0,-130.0,85.05,221,-1,82.81,794,-1,-114.66,121,-1,0.758,swing,-6.11,0.0,1.51,18.89,-5.0,-128.49,85.05,802,-1,79.0,242,-1,-118.66,916,-1,0.008,stance,6.14,0.0,-0.33,-1.86,5.0,-130.33,85.05,802,-1,62.92,297,-1,-119.24,761,-1,0.508,stance,-3.25,0.0,0.0,-11.25,-5.0,-130.0,85.05,527,-1,55.25,683,-1,-118.76,274,-1
3.752,0.016,0.22,0.0,walk,0.266,stance,3.9,0.0,0.0,28.9,5.0,-130.0,85.05,221,-1,83.3,796,-1,-114.31,122,-1,0.766,swing,-8.67,0.0,3.0,16.33,-5.0,-127.0,85.05,802,-1,78.47,244,-1,-120.59,923,-1,0.016,stance,8.83,0.0,-0.66,0.83,5.0,-130.66,85.05,802,-1,64.88,290,-1,-118.95,760,-1,0.516,stance,-4.93,0.0,0.0,-12.93,-5.0,-130.0,85.05,527,-1,53.8,678,-1,-118.5,275,-1
3.772,0.024,0.28,0.0,walk,0.274,stance,4.66,0.0,0.0,29.66,5.0,-130.0,85.05,221,-1,83.66,797,-1,-114.03,123,-1,0.774,swing,-10.83,0.0,4.46,14.17,-5.0,-125.54,85.05,802,-1,78.06,245,-1,-122.34,929,-1,0.024,stance,11.29,0.0,-0.96,3.29,5.0,-130.96,85.05,802,-1,66.59,284,-1,-118.6,759,-1,0.524,stance,-6.63,0.0,0.0,-14.63,-5.0,-130.0,85.05,527,-1,52.32,673,-1,-118.2,276,-1
3.792,0.032,0.34,0.0,walk,0.282,stance,5.18,0.0,0.0,30.18,5.0,-130.0,85.05,221,-1,83.9,798,-1,-113.84,123,-1,0.782,swing,-12.55,0.0,5.87,12.45,-5.0,-124.13,85.05,802,-1,77.84,246,-1,-123.92,934,-1,0.032,stance,13.51,0.0,-1.24,5.51,5.0,-131.24,85.05,802,-1,68.08,279,-1,-118.22,758,-1,0.532,stance,-8.34,0.0,0.0,-16.34,-5.0,-130.0,85.05,527,-1,50.83,668,-1,-117.86,277,-1
3.812,0.04,0.39,0.0,walk,0.29,stance,5.49,0.0,0.0,30.49,5.0,-130.0,85.05,221,220,84.04,798,793,-113.73,124,123,0.79,swing,-13.8,0.0,7.23,11.2,-5.0,-122.77,85.05,802,801,77.86,246,246,-125.34,939,924,0.04,stance,15.53,0.0,-1.49,7.53,5.0,-131.49,85.05,802,801,69.38,275,273,-117.82,756,756,0.54,stance,-10.04,0.0,0.0,-18.04,-5.0,-130.0,85.05,527,524,49.33,663,658,-117.49,278,276
4.032,0.048,0.44,0.0,walk,0.298,stance,5.61,0.0,0.0,30.61,5.0,-130.0,85.05,221,-1,84.09,798,-1,-113.68,124,-1,0.798,swing,-14.57,0.0,8.51,10.43,-5.0,-121.49,85.05,802,-1,78.16,245,-1,-126.6,943,-1,0.048,stance,17.33,0.0,-1.69,9.33,5.0,-131.69,85.05,802,-1,70.52,271,-1,-117.44,755,-1,0.548,stance,-11.72,0.0,0.0,-19.72,-5.0,-130.0,85.05,527,-1,47.84,658,-1,-117.09,279,-1
4.052,0.056,0.49,0.0,walk,0.306,stance,5.55,0.0,0.0,30.55,5.0,-130.0,85.05,221,-1,84.07,798,-1,-113.7,124,-1,0.806,swing,-14.85,0.0,9.71,10.15,-5.0,-120.29,85.05,802,-1,78.77,243,-1,-127.71,947,-1,0.056,stance,18.94,0.0,-1.84,10.94,5.0,-131.84,85.05,802,-1,71.52,268,-1,-117.09,754,-1,0.556,stance,-13.39,0.0,0.0,-21.39,-5.0,-130.0,85.05,527,-1,46.37,653,-1,-116.66,281,-1
4.072,0.064,0.53,0.0,walk,0.314,stance,5.34,0.0,0.0,30.34,5.0,-130.0,85.05,221,-1,83.97,798,-1,-113.78,123,-1,0.814,swing,-14.65,0.0,10.8,10.35,-5.0,-119.2,85.05,802,-1,79.71,240,-1,-128.65,950,-1,0.064,stance,20.36,0.0,-1.95,12.36,5.0,-131.95,85.05,802,-1,72.4,265,-1,-116.78,753,-1,0.564,stance,-15.02,0.0,0.0,-23.02,-5.0,-130.0,85.05,527,-1,44.92,648,-1,-116.2,282,-1
4.092,0.072,0.57,0.0,walk,0.322,stance,4.98,0.0,0.0,29.98,5.0,-130.0,85.05,221,-1,83.81,797,-1,-113.92,123,-1,0.822,swing,-13.98,0.0,11.79,11.02,-5.0,-118.21,85.05,802,-1,80.96,235,-1,-129.42,953,-1,0.072,stance,21.6,0.0,-2.0,13.6,5.0,-132.0,85.05,802,-1,73.18,262,-1,-116.53,752,-1,0.572,stance,-16.62,0.0,0.0,-24.62,-5.0,-130.0,85.05,527,-1,43.49,643,-1,-115.73,284,-1
4.122,0.08,0.6,0.0,walk,0.33,stance,4.5,0.0,0.0,29.5,5.0,-130.0,85.05,221,219,83.58,797,795,-114.09,122,122,0.83,swing,-12.87,0.0,12.66,12.13,-5.0,-117.34,85.05,802,801,82.5,230,230,-129.99,955,928,0.08,stance,22.68,0.0,-1.99,14.68,5.0,-131.99,85.05,802,802,73.87,260,261,-116.35,751,751,0.58,stance,-18.18,0.0,0.0,-26.18,-5.0,-130.0,85.05,527,524,42.11,638,636,-115.23,286,285
4.342,0.088,0.63,0.0,walk,0.338,stance,3.9,0.0,0.0,28.9,5.0,-130.0,85.05,221,-1,83.3,796,-1,-114.31,122,-1,0.838,swing,-11.34,0.0,13.41,13.66,-5.0,-116.59,85.05,802,-1,84.29,224,-1,-130.35,956,-1,0.088,stance,23.59,0.0,-1.93,15.59,5.0,-131.93,85.05,802,-1,74.49,257,-1,-116.23,751,-1,0.588,stance,-19.69,0.0,0.0,-27.69,-5.0,-130.0,85.05,527,-1,40.76,633,-1,-114.73,287,-1
4.362,0.096,0.66,0.0,walk,0.346,stance,3.21,0.0,0.0,28.21,5.0,-130.0,85.05,221,-1,82.97,794,-1,-114.55,121,-1,0.846,swing,-9.43,0.0,14.01,15.57,-5.0,-115.99,85.05,802,-1,86.26,217,-1,-130.46,956,-1,0.096,stance,24.36,0.0,-1.81,16.36,5.0,-131.81,85.05,802,-1,75.05,256,-1,-116.19,751,-1,0.596,stance,-21.15,0.0,0.0,-29.15,-5.0,-130.0,85.05,527,-1,39.46,629,-1,-114.22,289,-1
4.382,0.104,0.69,0.0,walk,0.354,stance,2.42,0.0,0.0,27.42,5.0,-130.0,85.05,221,-1,82.58,793,-1,-114.82,120,-1,0.854,swing,-7.19,0.0,14.48,17.81,-5.0,-115.52,85.05,802,-1,88.34,210,-1,-130.31,956,-1,0.104,stance,24.98,0.0,-1.64,16.98,5.0,-131.64,85.05,802,-1,75.55,254,-1,-116.21,751,-1,0.604,stance,-22.56,0.0,0.0,-30.56,-5.0,-130.0,85.05,527,-1,38.2,625,-1,-113.7,291,-1
4.402,0.112,0.71,0.0,walk,0.362,stance,1.55,0.0,0.0,26.55,5.0,-130.0,85.05,221,-1,82.15,792,-1,-115.11,119,-1,0.862,swing,-4.64,0.0,14.8,20.36,-5.0,-115.2,85.05,802,-1,90.43,203,-1,-129.87,954,-1,0.112,stance,25.46,0.0,-1.43,17.46,5.0,-131.43,85.05,802,-1,76.0,252,-1,-116.31,751,-1,0.612,stance,-23.91,0.0,0.0,-31.91,-5.0,-130.0,85.05,527,-1,37.0,621,-1,-113.18,293,-1
4.422,0.12,0.74,0.0,walk,0.37,stance,0.62,0.0,0.0,25.62,5.0,-130.0,85.05,221,219,81.67,790,792,-115.42,118,120,0.87,swing,-1.85,0.0,14.97,23.15,-5.0,-115.03,85.05,802,800,92.46,196,196,-129.12,952,928,0.12,stance,25.82,0.0,-1.18,17.82,5.0,-131.18,85.05,802,801,76.4,251,252,-116.46,752,751,0.62,stance,-25.2,0.0,0.0,-33.2,-5.0,-130.0,85.05,527,524,35.85,617,614,-112.67,294,292
4.632,0.128,0.76,0.0,walk,0.378,stance,-0.38,0.0,0.0,24.62,5.0,-130.0,85.05,221,-1,81.14,788,-1,-115.73,117,-1,0.878,swing,1.14,0.0,15.0,26.14,-5.0,-115.0,85.05,802,-1,94.34,190,-1,-128.09,948,-1,0.128,stance,26.05,0.0,-0.89,18.05,5.0,-130.89,85.05,802,-1,76.75,250,-1,-116.67,752,-1,0.628,stance,-26.44,0.0,0.0,-34.44,-5.0,-130.0,85.05,527,-1,34.75,613,-1,-112.16,296,-1
4.652,0.136,0.78,0.0,walk,0.386,stance,-1.43,0.0,0.0,23.57,5.0,-130.0,85.05,221,-1,80.58,786,-1,-116.04,116,-1,0.886,swing,4.28,0.0,15.0,29.28,-5.0,-115.0,85.05,802,-1,96.12,184,-1,-126.85,944,-1,0.136,stance,26.17,0.0,-0.58,18.17,5.0,-130.58,85.05,802,-1,77.04,249,-1,-116.93,753,-1,0.636,stance,-27.61,0.0,0.0,-35.61,-5.0,-130.0,85.05,527,-1,33.71,609,-1,-111.67,298,-1
4.672,0.144,0.79,0.0,walk,0.394,stance,-2.53,0.0,0.0,22.47,5.0,-130.0,85.05,221,-1,79.98,784,-1,-116.36,115,-1,0.894,swing,7.52,0.0,15.0,32.52,-5.0,-115.0,85.05,802,-1,97.77,178,-1,-125.46,939,-1,0.144,stance,26.18,0.0,-0.25,18.18,5.0,-130.25,85.05,802,-1,77.29,248,-1,-117.23,754,-1,0.644,stance,-28.71,0.0,0.0,-36.71,-5.0,-130.0,85.05,527,-1,32.73,606,-1,-111.18,299,-1
4.692,0.152,0.81,0.0,walk,0.402,stance,-3.66,0.0,0.0,21.34,5.0,-130.0,85.05,221,-1,79.33,782,-1,-116.67,114,-1,0.902,swing,10.8,0.0,15.0,35.8,-5.0,-115.0,85.05,802,-1,99.25,173,-1,-123.93,934,-1,0.152,stance,26.09,0.0,0.0,18.09,5.0,-130.0,85.05,802,-1,77.42,248,-1,-117.48,755,-1,0.652,stance,-29.76,0.0,0.0,-37.76,-5.0,-130.0,85.05,527,-1,31.81,603,-1,-110.72,301,-1
4.712,0.16,0.83,0.0,walk,0.41,stance,-4.83,0.0,0.0,20.17,5.0,-130.0,85.05,221,218,78.66,780,780,-116.98,113,112,0.91,swing,14.07,0.0,15.0,39.07,-5.0,-115.0,85.05,802,-1,100.55,169,166,-122.29,929,923,0.16,stance,25.91,0.0,0.0,17.91,5.0,-130.0,85.05,802,801,77.3,248,-1,-117.52,755,752,0.66,stance,-30.73,0.0,0.0,-38.73,-5.0,-130.0,85.05,527,524,30.95,600,597,-110.27,303,301
4.922,0.168,0.84,0.0,walk,0.418,stance,-6.02,0.0,0.0,18.98,5.0,-130.0,85.05,221,-1,77.95,777,-1,-117.27,112,-1,0.918,swing,17.29,0.0,15.0,42.29,-5.0,-115.0,85.05,802,-1,101.65,165,-1,-120.56,923,-1,0.168,stance,25.63,0.0,0.0,17.63,5.0,-130.0,85.05,802,-1,77.13,248,-1,-117.58,756,-1,0.668,stance,-31.65,0.0,0.0,-39.65,-5.0,-130.0,85.05,527,-1,30.14,597,-1,-109.84,304,-1
4.942,0.176,0.85,0.0,walk,0.426,stance,-7.23,0.0,0.0,17.77,5.0,-130.0,85.05,221,-1,77.21,775,-1,-117.55,111,-1,0.926,swing,20.4,0.0,15.0,45.4,-5.0,-115.0,85.05,802,-1,102.56,162,-1,-118.8,917,-1,0.176,stance,25.26,0.0,0.0,17.26,5.0,-130.0,85.05,802,-1,76.9,249,-1,-117.67,756,-1,0.676,stance,-32.5,0.0,0.0,-40.5,-5.0,-130.0,85.05,527,-1,29.39,595,-1,-109.43,305,-1
4.962,0.184,0.86,0.0,walk,0.434,stance,-8.46,0.0,0.0,16.54,5.0,-130.0,85.05,221,-1,76.45,772,-1,-117.82,110,-1,0.934,swing,23.36,0.0,15.0,48.36,-5.0,-115.0,85.05,802,-1,103.29,159,-1,-117.04,911,-1,0.184,stance,24.82,0.0,0.0,16.82,5.0,-130.0,85.05,802,-1,76.63,250,-1,-117.76,756,-1,0.684,stance,-33.28,0.0,0.0,-41.28,-5.0,-130.0,85.05,527,-1,28.7,592,-1,-109.05,307,-1
4.982,0.192,0.88,0.0,walk,0.442,stance,-9.7,0.0,0.0,15.3,5.0,-130.0,85.05,221,-1,75.66,770,-1,-118.07,109,-1,0.942,swing,26.13,0.0,15.0,51.13,-5.0,-115.0,85.05,802,-1,103.86,157,-1,-115.31,905,-1,0.192,stance,24.3,0.0,0.0,16.3,5.0,-130.0,85.05,802,-1,76.3,251,-1,-117.87,757,-1,0.692,stance,-34.0,0.0,0.0,-42.0,-5.0,-130.0,85.05,527,-1,28.07,590,-1,-108.7,308,-1
5.012,0.2,0.89,0.0,walk,0.45,stance,-10.95,0.0,0.0,14.05,5.0,-130.0,85.05,221,219,74.85,767,768,-118.3,108,107,0.95,swing,28.66,0.0,15.0,53.66,-5.0,-115.0,85.05,802,802,104.28,156,156,-113.68,899,895,0.2,stance,23.7,0.0,0.0,15.7,5.0,-130.0,85.05,802,801,75.92,253,251,-117.99,757,754,0.7,stance,-34.65,0.0,0.0,-42.65,-5.0,-130.0,85.05,527,524,27.5,588,586,-108.37,309,306
5.233,0.208,0.89,0.0,walk,0.458,stance,-12.19,0.0,0.0,12.81,5.0,-130.0,85.05,221,-1,74.02,764,-1,-118.52,107,-1,0.958,swing,30.92,0.0,15.0,55.92,-5.0,-115.0,85.05,802,-1,104.59,155,-1,-112.17,894,-1,0.208,stance,23.04,0.0,0.0,15.04,5.0,-130.0,85.05,802,-1,75.5,254,-1,-118.12,757,-1,0.708,stance,-35.24,0.0,0.0,-43.24,-5.0,-130.0,85.05,527,-1,26.99,586,-1,-108.07,310,-1
5.252,0.216,0.9,0.0,walk,0.466,stance,-13.44,0.0,0.0,11.56,5.0,-130.0,85.05,221,-1,73.17,761,-1,-118.71,107,-1,0.966,swing,32.88,0.0,14.68,57.88,-5.0,-115.32,85.05,802,-1,104.51,155,-1,-110.6,889,-1,0.216,stance,22.32,0.0,0.0,14.32,5.0,-130.0,85.05,802,-1,75.03,256,-1,-118.26,758,-1,0.716,stance,-35.76,0.0,0.0,-43.76,-5.0,-130.0,85.05,527,-1,26.53,585,-1,-107.8,311,-1
5.272,0.224,0.91,0.0,walk,0.474,stance,-14.68,0.0,0.0,10.32,5.0,-130.0,85.05,221,-1,72.32,758,-1,-118.89,106,-1,0.974,swing,34.51,0.0,11.78,59.51,-5.0,-118.22,85.05,802,-1,102.09,163,-1,-107.43,878,-1,0.224,stance,21.54,0.0,0.0,13.54,5.0,-130.0,85.05,802,-1,74.51,257,-1,-118.39,758,-1,0.724,stance,-36.22,0.0,0.0,-44.22,-5.0,-130.0,85.05,527,-1,26.13,584,-1,-107.57,312,-1
5.292,0.232,0.92,0.0,walk,0.482,stance,-15.91,0.0,0.0,9.09,5.0,-130.0,85.05,221,-1,71.45,755,-1,-119.04,106,-1,0.982,swing,35.79,0.0,7.03,60.79,-5.0,-122.97,85.05,802,-1,98.05,177,-1,-103.06,863,-1,0.232,stance,20.7,0.0,0.0,12.7,5.0,-130.0,85.05,802,-1,73.95,259,-1,-118.53,759,-1,0.732,stance,-36.62,0.0,0.0,-44.62,-5.0,-130.0,85.05,527,-1,25.78,582,-1,-107.36,312,-1
5.312,0.24,0.92,0.0,walk,0.49,stance,-17.13,0.0,0.0,7.87,5.0,-130.0,85.05,221,219,70.57,752,753,-119.17,105,107,0.99,swing,36.69,0.0,2.48,61.69,-5.0,-127.52,85.05,802,801,94.23,190,194,-98.91,849,840,0.24,stance,19.82,0.0,0.0,11.82,5.0,-130.0,85.05,802,801,73.35,261,261,-118.67,759,754,0.74,stance,-36.95,0.0,0.0,-44.95,-5.0,-130.0,85.05,527,524,25.49,581,579,-107.18,313,312
5.522,0.248,0.93,0.0,walk,0.498,stance,-18.34,0.0,0.0,6.66,5.0,-130.0,85.05,221,-1,69.69,749,-1,-119.29,105,-1,0.998,swing,37.21,0.0,0.11,62.21,-5.0,-129.89,85.05,802,-1,92.25,197,-1,-96.63,841,-1,0.248,stance,18.88,0.0,0.0,10.88,5.0,-130.0,85.05,802,-1,72.71,264,-1,-118.81,760,-1,0.748,stance,-37.22,0.0,0.0,-45.22,-5.0,-130.0,85.05,527,-1,25.25,581,-1,-107.04,314,-1
5.543,0.256,0.94,0.0,walk,0.506,stance,-19.53,0.0,0.0,5.47,5.0,-130.0,85.05,221,-1,68.81,746,-1,-119.38,104,-1,0.006,stance,37.44,0.0,-0.25,62.44,-5.0,-130.25,85.05,802,-1,91.96,198,-1,-96.19,840,-1,0.256,stance,17.9,0.0,0.0,9.9,5.0,-130.0,85.05,802,-1,72.02,266,-1,-118.94,760,-1,0.756,swing,-37.34,0.0,1.13,-45.34,-5.0,-128.87,85.05,527,-1,25.28,581,-1,-107.93,311,-1
5.562,0.264,0.94,0.0,walk,0.514,stance,-20.7,0.0,0.0,4.3,5.0,-130.0,85.05,221,-1,67.92,743,-1,-119.45,104,-1,0.014,stance,37.59,0.0,-0.58,62.59,-5.0,-130.58,85.05,802,-1,91.7,199,-1,-95.81,838,-1,0.264,stance,16.88,0.0,0.0,8.88,5.0,-130.0,85.05,802,-1,71.3,268,-1,-119.06,761,-1,0.764,swing,-37.07,0.0,2.63,-45.07,-5.0,-127.37,85.05,527,-1,25.68,582,-1,-109.32,306,-1
5.582,0.272,0.95,0.0,walk,0.522,stance,-21.85,0.0,0.0,3.15,5.0,-130.0,85.05,221,-1,67.05,740,-1,-119.51,104,-1,0.022,stance,37.68,0.0,-0.89,62.68,-5.0,-130.89,85.05,802,-1,91.44,200,-1,-95.49,837,-1,0.272,stance,15.82,0.0,0.0,7.82,5.0,-130.0,85.05,802,-1,70.54,271,-1,-119.18,761,-1,0.772,swing,-36.4,0.0,4.09,-44.4,-5.0,-125.91,85.05,527,-1,26.41,585,-1,-110.89,300,-1
5.602,0.28,0.95,0.0,walk,0.53,stance,-22.98,0.0,0.0,2.02,5.0,-130.0,85.05,221,219,66.18,737,737,-119.55,104,104,0.03,stance,37.71,0.0,-1.18,62.71,-5.0,-131.18,85.05,802,801,91.2,201,200,-95.23,836,837,0.28,stance,14.73,0.0,0.0,6.73,5.0,-130.0,85.05,802,801,69.74,274,275,-119.28,761,754,0.78,swing,-35.34,0.0,5.52,-43.34,-5.0,-124.48,85.05,527,524,27.49,588,587,-112.62,295,311
5.812,0.288,0.95,0.0,walk,0.538,stance,-24.08,0.0,0.0,0.92,5.0,-130.0,85.05,221,-1,65.31,734,-1,-119.57,104,-1,0.038,stance,37.69,0.0,-1.43,62.69,-5.0,-131.43,85.05,802,-1,90.98,201,-1,-95.04,836,-1,0.288,stance,13.6,0.0,0.0,5.6,5.0,-130.0,85.05,802,-1,68.91,277,-1,-119.37,762,-1,0.788,swing,-33.9,0.0,6.89,-41.9,-5.0,-123.11,85.05,527,-1,28.91,593,-1,-114.48,288,-1
5.832,0.296,0.96,0.0,walk,0.546,stance,-25.16,0.0,0.0,-0.16,5.0,-130.0,85.05,221,-1,64.46,731,-1,-119.57,104,-1,0.046,stance,37.61,0.0,-1.64,62.61,-5.0,-131.64,85.05,802,-1,90.8,202,-1,-94.92,835,-1,0.296,stance,12.45,0.0,0.0,4.45,5.0,-130.0,85.05,802,-1,68.04,279,-1,-119.44,762,-1,0.796,swing,-32.09,0.0,8.2,-40.09,-5.0,-121.8,85.05,527,-1,30.69,599,-1,-116.45,281,-1
5.862,0.304,0.96,0.0,walk,0.554,stance,-26.2,0.0,0.0,-1.2,5.0,-130.0,85.05,221,-1,63.63,728,-1,-119.56,104,-1,0.054,stance,37.47,0.0,-1.81,62.47,-5.0,-131.81,85.05,802,-1,90.65,202,-1,-94.87,835,-1,0.304,stance,11.27,0.0,0.0,3.27,5.0,-130.0,85.05,802,-1,67.14,283,-1,-119.5,762,-1,0.804,swing,-29.93,0.0,9.42,-37.93,-5.0,-120.58,85.05,527,-1,32.82,606,-1,-118.49,275,-1
5.882,0.312,0.96,0.0,walk,0.562,stance,-27.22,0.0,0.0,-2.22,5.0,-130.0,85.05,221,-1,62.81,726,-1,-119.54,104,-1,0.062,stance,37.28,0.0,-1.93,62.28,-5.0,-131.93,85.05,802,-1,90.54,203,-1,-94.91,835,-1,0.312,stance,10.06,0.0,0.0,2.06,5.0,-130.0,85.05,802,-1,66.21,286,-1,-119.54,762,-1,0.812,swing,-27.45,0.0,10.54,-35.45,-5.0,-119.46,85.05,527,-1,35.3,615,-1,-120.58,267,-1
5.902,0.32,0.97,0.0,walk,0.57,stance,-28.2,0.0,0.0,-3.2,5.0,-130.0,85.05,221,219,62.01,723,724,-119.51,104,104,0.07,stance,37.04,0.0,-1.99,62.04,-5.0,-131.99,85.05,802,801,90.47,203,202,-95.03,836,836,0.32,stance,8.83,0.0,0.0,0.83,5.0,-130.0,85.05,802,801,65.25,289,289,-119.57,762,755,0.82,swing,-24.66,0.0,11.56,-32.66,-5.0,-118.44,85.05,527,524,38.14,625,622,-122.65,260,302
6.122,0.328,0.97,0.0,walk,0.578,stance,-29.15,0.0,0.0,-4.15,5.0,-130.0,85.05,221,-1,61.23,720,-1,-119.46,104,-1,0.078,stance,36.74,0.0,-2.0,61.74,-5.0,-132.0,85.05,802,-1,90.44,203,-1,-95.23,836,-1,0.328,stance,7.59,0.0,0.0,-0.41,5.0,-130.0,85.05,802,-1,64.26,292,-1,-119.57,762,-1,0.828,swing,-21.6,0.0,12.46,-29.6,-5.0,-117.54,85.05,527,-1,41.31,635,-1,-124.67,253,-1
6.152,0.336,0.97,0.0,walk,0.586,stance,-30.07,0.0,0.0,-5.07,5.0,-130.0,85.05,221,-1,60.48,718,-1,-119.41,104,-1,0.086,stance,36.39,0.0,-1.95,61.39,-5.0,-131.95,85.05,802,-1,90.46,203,-1,-95.51,837,-1,0.336,stance,6.33,0.0,0.0,-1.67,5.0,-130.0,85.05,802,-1,63.25,296,-1,-119.55,762,-1,0.836,swing,-18.31,0.0,13.23,-26.31,-5.0,-116.77,85.05,527,-1,44.81,647,-1,-126.58,247,-1
6.172,0.344,0.97,0.0,walk,0.594,stance,-30.95,0.0,0.0,-5.95,5.0,-130.0,85.05,221,-1,59.75,715,-1,-119.34,105,-1,0.094,stance,36.0,0.0,-1.84,61.0,-5.0,-131.84,85.05,802,-1,90.52,203,-1,-95.87,838,-1,0.344,stance,5.05,0.0,0.0,-2.95,5.0,-130.0,85.05,802,-1,62.22,299,-1,-119.52,762,-1,0.844,swing,-14.8,0.0,13.88,-22.8,-5.0,-116.12,85.05,527,-1,48.59,660,-1,-128.33,241,-1
6.192,0.352,0.98,0.0,walk,0.602,stance,-31.79,0.0,0.0,-6.79,5.0,-130.0,85.05,221,-1,59.04,713,-1,-119.27,105,-1,0.102,stance,35.55,0.0,-1.69,60.55,-5.0,-131.69,85.05,802,-1,90.61,203,-1,-96.31,840,-1,0.352,stance,3.76,0.0,0.0,-4.24,5.0,-130.0,85.05,802,-1,61.16,303,-1,-119.46,762,-1,0.852,swing,-11.13,0.0,14.38,-19.13,-5.0,-115.62,85.05,527,-1,52.6,674,-1,-129.86,236,-1
6.212,0.36,0.98,0.0,walk,0.61,stance,-32.6,0.0,0.0,-7.6,5.0,-130.0,85.05,221,219,58.36,711,711,-119.2,105,104,0.11,stance,35.05,0.0,-1.49,60.05,-5.0,-131.49,85.05,802,801,90.74,202,202,-96.82,842,840,0.36,stance,2.46,0.0,0.0,-5.54,5.0,-130.0,85.05,802,801,60.08,307,309,-119.37,762,755,0.86,swing,-7.33,0.0,14.73,-15.33,-5.0,-115.27,85.05,527,524,56.78,688,686,-131.13,231,300
6.432,0.368,0.98,0.0,walk,0.618,stance,-33.36,0.0,0.0,-8.36,5.0,-130.0,85.05,221,-1,57.72,708,-1,-119.12,105,-1,0.118,stance,34.51,0.0,-1.24,59.51,-5.0,-131.24,85.05,802,-1,90.89,202,-1,-97.39,844,-1,0.368,stance,1.15,0.0,0.0,-6.85,5.0,-130.0,85.05,802,-1,58.99,310,-1,-119.27,761,-1,0.868,swing,-3.44,0.0,14.94,-11.44,-5.0,-115.06,85.05,527,-1,61.04,703,-1,-132.1,228,-1
6.452,0.376,0.98,0.0,walk,0.626,stance,-34.09,0.0,0.0,-9.09,5.0,-130.0,85.05,221,-1,57.1,706,-1,-119.04,106,-1,0.126,stance,33.93,0.0,-0.96,58.93,-5.0,-130.96,85.05,802,-1,91.07,201,-1,-98.01,846,-1,0.376,stance,-0.16,0.0,0.0,-8.16,5.0,-130.0,85.05,802,-1,57.88,314,-1,-119.14,761,-1,0.876,swing,0.49,0.0,15.0,-7.51,-5.0,-115.0,85.05,527,-1,65.26,717,-1,-132.71,226,-1
6.472,0.384,0.98,0.0,walk,0.634,stance,-34.78,0.0,0.0,-9.78,5.0,-130.0,85.05,221,-1,56.52,704,-1,-118.96,106,-1,0.134,stance,33.29,0.0,-0.66,58.29,-5.0,-130.66,85.05,802,-1,91.26,200,-1,-98.69,848,-1,0.384,stance,-1.48,0.0,0.0,-9.48,5.0,-130.0,85.05,802,-1,56.77,318,-1,-118.99,760,-1,0.884,swing,4.44,0.0,15.0,-3.56,-5.0,-115.0,85.05,527,-1,69.39,731,-1,-133.05,225,-1
6.502,0.392,0.98,0.0,walk,0.642,stance,-35.42,0.0,0.0,-10.42,5.0,-130.0,85.05,221,-1,55.96,702,-1,-118.87,106,-1,0.142,stance,32.62,0.0,-0.33,57.62,-5.0,-130.33,85.05,802,-1,91.46,200,-1,-99.4,850,-1,0.392,stance,-2.8,0.0,0.0,-10.8,5.0,-130.0,85.05,802,-1,55.64,322,-1,-118.82,760,-1,0.892,swing,8.35,0.0,15.0,0.35,-5.0,-115.0,85.05,527,-1,73.37,745,-1,-133.14,225,-1
6.532,0.4,0.99,0.0,walk,0.65,stance,-36.02,0.0,0.0,-11.02,5.0,-130.0,85.05,221,219,55.45,701,700,-118.79,106,104,0.15,stance,31.9,0.0,0.0,56.9,-5.0,-130.0,85.05,802,801,91.65,199,201,-100.14,853,851,0.4,stance,-4.12,0.0,0.0,-12.12,5.0,-130.0,85.05,802,801,54.5,326,328,-118.63,759,754,0.9,swing,12.18,0.0,15.0,4.18,-5.0,-115.0,85.05,527,524,77.11,757,753,-133.01,225,300
